"Code","Symbol","Name","Board"
2596.TWO,綠意,綠意,Taiwan
2636.TWO,台驊,台驊,Taiwan
2640.TWO,大車隊,大車隊,Taiwan
2718.TWO,桃園店,桃園店,Taiwan
2719.TWO,燦星旅,燦星旅,Taiwan
2724.TWO,F-富驛,F-富驛,Taiwan
2729.TWO,瓦城,瓦城,Taiwan
2916.TWO,滿心,滿心,Taiwan
2924.TWO,F-東凌,F-東凌,Taiwan
2926.TWO,誠品生,誠品生,Taiwan
3064.TWO,泰偉,泰偉,Taiwan
3066.TWO,李洲,李洲,Taiwan
3067.TWO,全域,全域,Taiwan
3068.TWO,美磊,美磊,Taiwan
3071.TWO,協禧,協禧,Taiwan
3073.TWO,普格,普格,Taiwan
3078.TWO,僑威,僑威,Taiwan
3083.TWO,網龍,網龍,Taiwan
3085.TWO,久大,久大,Taiwan
3086.TWO,華義,華義,Taiwan
3088.TWO,艾訊,艾訊,Taiwan
3089.TWO,展成,展成,Taiwan
3092.TWO,鴻碩,鴻碩,Taiwan
3093.TWO,港建,港建,Taiwan
3095.TWO,及成,及成,Taiwan
3105.TWO,穩懋,穩懋,Taiwan
3114.TWO,好德,好德,Taiwan
3115.TWO,寶島極,寶島極,Taiwan
3118.TWO,進階,進階,Taiwan
3126.TWO,信億,信億,Taiwan
3128.TWO,昇銳,昇銳,Taiwan
3131.TWO,弘塑,弘塑,Taiwan
3144.TWO,新揚,新揚,Taiwan
3152.TWO,璟德,璟德,Taiwan
3162.TWO,精確,精確,Taiwan
3163.TWO,波若威,波若威,Taiwan
3169.TWO,亞信,亞信,Taiwan
3171.TWO,新洲,新洲,Taiwan
3176.TWO,基亞,基亞,Taiwan
3188.TWO,安茂,安茂,Taiwan
3191.TWO,和進,和進,Taiwan
3202.TWO,樺晟,樺晟,Taiwan
3205.TWO,佰研,佰研,Taiwan
3206.TWO,志豐,志豐,Taiwan
3207.TWO,耀勝,耀勝,Taiwan
3211.TWO,順達,順達,Taiwan
3213.TWO,茂訊,茂訊,Taiwan
3217.TWO,優群,優群,Taiwan
3218.TWO,大學光,大學光,Taiwan
3219.TWO,倚強,倚強,Taiwan
3221.TWO,嘉碩,嘉碩,Taiwan
3224.TWO,三顧,三顧,Taiwan
3226.TWO,至寶,至寶,Taiwan
3227.TWO,原相,原相,Taiwan
3228.TWO,金麗,金麗,Taiwan
3230.TWO,錦明,錦明,Taiwan
3232.TWO,昱捷,昱捷,Taiwan
3234.TWO,光環,光環,Taiwan
3236.TWO,千如,千如,Taiwan
3252.TWO,海灣,海灣,Taiwan
3259.TWO,鑫創,鑫創,Taiwan
3260.TWO,威剛,威剛,Taiwan
3264.TWO,欣銓,欣銓,Taiwan
3265.TWO,台星科,台星科,Taiwan
3266.TWO,昇陽,昇陽,Taiwan
3268.TWO,海德威,海德威,Taiwan
3276.TWO,宇環,宇環,Taiwan
3284.TWO,太普高,太普高,Taiwan
3285.TWO,微端,微端,Taiwan
3287.TWO,廣寰,廣寰,Taiwan
3288.TWO,點晶,點晶,Taiwan
3289.TWO,宜特,宜特,Taiwan
3290.TWO,東浦,東浦,Taiwan
3291.TWO,遠翔,遠翔,Taiwan
3293.TWO,鈊象,鈊象,Taiwan
3294.TWO,英濟,英濟,Taiwan
3297.TWO,杭特,杭特,Taiwan
3299.TWO,帛漢,帛漢,Taiwan
3303.TWO,岱稜,岱稜,Taiwan
3306.TWO,鼎天,鼎天,Taiwan
3310.TWO,佳穎,佳穎,Taiwan
3313.TWO,斐成,斐成,Taiwan
3317.TWO,尼克森,尼克森,Taiwan
3322.TWO,建舜電,建舜電,Taiwan
3323.TWO,加百裕,加百裕,Taiwan
3324.TWO,雙鴻,雙鴻,Taiwan
3325.TWO,旭品,旭品,Taiwan
3332.TWO,幸康,幸康,Taiwan
3339.TWO,泰谷,泰谷,Taiwan
3354.TWO,律勝,律勝,Taiwan
3360.TWO,尚立,尚立,Taiwan
3362.TWO,先進,先進,Taiwan
3363.TWO,上詮,上詮,Taiwan
3372.TWO,典範,典範,Taiwan
3373.TWO,熱映,熱映,Taiwan
3379.TWO,彬台,彬台,Taiwan
3388.TWO,崇越電,崇越電,Taiwan
3390.TWO,旭軟,旭軟,Taiwan
3402.TWO,漢科,漢科,Taiwan
3416.TWO,融程電,融程電,Taiwan
3428.TWO,光燿,光燿,Taiwan
3431.TWO,長天,長天,Taiwan
3434.TWO,哲固,哲固,Taiwan
3438.TWO,類比,類比,Taiwan
3441.TWO,聯一光,聯一光,Taiwan
3444.TWO,利機,利機,Taiwan
3452.TWO,益通,益通,Taiwan
3455.TWO,由田,由田,Taiwan
3465.TWO,祥業,祥業,Taiwan
3466.TWO,致振,致振,Taiwan
3479.TWO,安勤,安勤,Taiwan
3483.TWO,力致,力致,Taiwan
3484.TWO,崧騰,崧騰,Taiwan
3489.TWO,森寶,森寶,Taiwan
3490.TWO,單井,單井,Taiwan
3491.TWO,昇達,昇達,Taiwan
3498.TWO,陽程,陽程,Taiwan
3499.TWO,環天科,環天科,Taiwan
3508.TWO,位速,位速,Taiwan
3511.TWO,矽瑪,矽瑪,Taiwan
3512.TWO,能緹,能緹,Taiwan
3516.TWO,亞帝歐,亞帝歐,Taiwan
3520.TWO,振維,振維,Taiwan
3521.TWO,鴻翊,鴻翊,Taiwan
3522.TWO,宏森,宏森,Taiwan
3523.TWO,迎輝,迎輝,Taiwan
3526.TWO,凡甲,凡甲,Taiwan
3527.TWO,聚積,聚積,Taiwan
3528.TWO,安馳,安馳,Taiwan
3529.TWO,力旺,力旺,Taiwan
3531.TWO,先益,先益,Taiwan
3537.TWO,堡達,堡達,Taiwan
3540.TWO,曜越,曜越,Taiwan
3541.TWO,西柏,西柏,Taiwan
3546.TWO,宇峻,宇峻,Taiwan
3548.TWO,兆利,兆利,Taiwan
3551.TWO,世禾,世禾,Taiwan
3552.TWO,同致,同致,Taiwan
3553.TWO,力積,力積,Taiwan
3555.TWO,擎泰,擎泰,Taiwan
3556.TWO,禾瑞亞,禾瑞亞,Taiwan
3562.TWO,頂晶,頂晶,Taiwan
3563.TWO,牧德,牧德,Taiwan
3567.TWO,逸昌,逸昌,Taiwan
3570.TWO,大塚,大塚,Taiwan
3577.TWO,泓格,泓格,Taiwan
3580.TWO,友威,友威,Taiwan
3582.TWO,凌耀,凌耀,Taiwan
3587.TWO,閎康,閎康,Taiwan
3594.TWO,磐儀,磐儀,Taiwan
3609.TWO,東林,東林,Taiwan
3611.TWO,鼎翰,鼎翰,Taiwan
3615.TWO,安可,安可,Taiwan
3623.TWO,富晶通,富晶通,Taiwan
3624.TWO,光頡,光頡,Taiwan
3625.TWO,西勝,西勝,Taiwan
3628.TWO,盈正,盈正,Taiwan
3629.TWO,卓韋,卓韋,Taiwan
3630.TWO,新鉅,新鉅,Taiwan
3631.TWO,晟楠,晟楠,Taiwan
3632.TWO,研勤,研勤,Taiwan
3642.TWO,駿熠,駿熠,Taiwan
3646.TWO,艾恩特,艾恩特,Taiwan
3652.TWO,精聯,精聯,Taiwan
3658.TWO,漢微科,漢微科,Taiwan
3662.TWO,樂陞,樂陞,Taiwan
3663.TWO,鑫科,鑫科,Taiwan
3664.TWO,安瑞,安瑞,Taiwan
3675.TWO,德微,德微,Taiwan
3680.TWO,家登,家登,Taiwan
3685.TWO,政翔,政翔,Taiwan
3687.TWO,歐買尬,歐買尬,Taiwan
3689.TWO,湧德,湧德,Taiwan
3691.TWO,碩禾,碩禾,Taiwan
4102.TWO,永日,永日,Taiwan
4103.TWO,百略,百略,Taiwan
4105.TWO,東洋,東洋,Taiwan
4107.TWO,邦特,邦特,Taiwan
4109.TWO,加捷,加捷,Taiwan
4111.TWO,濟生,濟生,Taiwan
4113.TWO,聯上,聯上,Taiwan
4114.TWO,健喬,健喬,Taiwan
4120.TWO,友華,友華,Taiwan
4121.TWO,優盛,優盛,Taiwan
4123.TWO,晟德,晟德,Taiwan
4126.TWO,太醫,太醫,Taiwan
4127.TWO,天良,天良,Taiwan
4128.TWO,中天,中天,Taiwan
4129.TWO,聯合,聯合,Taiwan
4130.TWO,健亞,健亞,Taiwan
4131.TWO,晶宇,晶宇,Taiwan
4138.TWO,曜亞,曜亞,Taiwan
4139.TWO,F-馬光,F-馬光,Taiwan
4152.TWO,台微體,台微體,Taiwan
4153.TWO,鈺緯,鈺緯,Taiwan
4154.TWO,F-康樂,F-康樂,Taiwan
4160.TWO,創源,創源,Taiwan
4161.TWO,聿新,聿新,Taiwan
4162.TWO,智擎,智擎,Taiwan
4163.TWO,鐿鈦,鐿鈦,Taiwan
4168.TWO,醣聯,醣聯,Taiwan
4205.TWO,恆毅,恆毅,Taiwan
4207.TWO,環泰,環泰,Taiwan
4303.TWO,信立化,信立化,Taiwan
4304.TWO,勝昱,勝昱,Taiwan
4305.TWO,世坤,世坤,Taiwan
4401.TWO,東隆,東隆,Taiwan
4402.TWO,福大,福大,Taiwan
4406.TWO,新昕,新昕,Taiwan
4413.TWO,飛寶,飛寶,Taiwan
4415.TWO,美嘉電,美嘉電,Taiwan
4416.TWO,三圓,三圓,Taiwan
4417.TWO,金洲,金洲,Taiwan
4419.TWO,松懋,松懋,Taiwan
4420.TWO,光明,光明,Taiwan
4429.TWO,聚紡,聚紡,Taiwan
4430.TWO,耀億,耀億,Taiwan
4432.TWO,銘旺,銘旺,Taiwan
4502.TWO,源恆,源恆,Taiwan
4503.TWO,金雨,金雨,Taiwan
4506.TWO,崇友,崇友,Taiwan
4510.TWO,高鋒,高鋒,Taiwan
4513.TWO,福裕,福裕,Taiwan
4523.TWO,永彰,永彰,Taiwan
4527.TWO,方土霖,方土霖,Taiwan
4528.TWO,江興,江興,Taiwan
4529.TWO,雷風,雷風,Taiwan
4530.TWO,宏易,宏易,Taiwan
4533.TWO,協易,協易,Taiwan
4534.TWO,慶騰,慶騰,Taiwan
4535.TWO,至興,至興,Taiwan
4609.TWO,唐鋒,唐鋒,Taiwan
4702.TWO,中美實,中美實,Taiwan
4703.TWO,揚華,揚華,Taiwan
4706.TWO,大恭,大恭,Taiwan
4707.TWO,磐亞,磐亞,Taiwan
4711.TWO,永純,永純,Taiwan
4712.TWO,南璋,南璋,Taiwan
4714.TWO,永捷,永捷,Taiwan
4716.TWO,大立,大立,Taiwan
4720.TWO,德淵,德淵,Taiwan
4721.TWO,美琪瑪,美琪瑪,Taiwan
4728.TWO,雙美,雙美,Taiwan
4729.TWO,熒茂,熒茂,Taiwan
4735.TWO,豪展,豪展,Taiwan
4736.TWO,泰博,泰博,Taiwan
4739.TWO,康普,康普,Taiwan
4743.TWO,合一,合一,Taiwan
4745.TWO,F-合富,F-合富,Taiwan
4903.TWO,聯光通,聯光通,Taiwan
4905.TWO,台聯電,台聯電,Taiwan
4907.TWO,春雨,春雨,Taiwan
4908.TWO,前鼎,前鼎,Taiwan
4909.TWO,新復興,新復興,Taiwan
4911.TWO,德英,德英,Taiwan
4912.TWO,F-聯德,F-聯德,Taiwan
4924.TWO,欣厚,欣厚,Taiwan
4927.TWO,泰鼎,泰鼎,Taiwan
4933.TWO,友輝,友輝,Taiwan
4939.TWO,亞電,亞電,Taiwan
4944.TWO,兆遠,兆遠,Taiwan
4946.TWO,辣椒,辣椒,Taiwan
4947.TWO,昂寶,昂寶,Taiwan
4950.TWO,牧東,牧東,Taiwan
4965.TWO,商店街,商店街,Taiwan
4966.TWO,譜瑞,譜瑞,Taiwan
4972.TWO,湯石,湯石,Taiwan
4973.TWO,廣穎,廣穎,Taiwan
4974.TWO,亞泰,亞泰,Taiwan
4979.TWO,華星光,華星光,Taiwan
4987.TWO,科誠,科誠,Taiwan
4994.TWO,傳奇,傳奇,Taiwan
4995.TWO,晶達,晶達,Taiwan
5009.TWO,榮剛,榮剛,Taiwan
5011.TWO,久陽,久陽,Taiwan
5013.TWO,強新,強新,Taiwan
5014.TWO,建錩,建錩,Taiwan
5015.TWO,華祺,華祺,Taiwan
5016.TWO,松和,松和,Taiwan
5102.TWO,富強,富強,Taiwan
5201.TWO,凱衛,凱衛,Taiwan
5202.TWO,力新,力新,Taiwan
5205.TWO,漢康,漢康,Taiwan
5206.TWO,坤悅,坤悅,Taiwan
5209.TWO,新鼎,新鼎,Taiwan
5210.TWO,寶碩,寶碩,Taiwan
5211.TWO,蒙恬,蒙恬,Taiwan
5212.TWO,凌網,凌網,Taiwan
5213.TWO,亞昕,亞昕,Taiwan
5230.TWO,雷笛克,雷笛克,Taiwan
5251.TWO,天鉞,天鉞,Taiwan
5263.TWO,智崴,智崴,Taiwan
5272.TWO,笙科,笙科,Taiwan
5274.TWO,信驊,信驊,Taiwan
5278.TWO,尚凡,尚凡,Taiwan
5301.TWO,寶得利,寶得利,Taiwan
5302.TWO,太欣,太欣,Taiwan
5304.TWO,鼎創達,鼎創達,Taiwan
5306.TWO,桂盟,桂盟,Taiwan
5309.TWO,系統,系統,Taiwan
5310.TWO,天剛,天剛,Taiwan
5312.TWO,寶島光,寶島光,Taiwan
5314.TWO,世紀,世紀,Taiwan
5315.TWO,光聯,光聯,Taiwan
5317.TWO,凱美,凱美,Taiwan
5321.TWO,友銓,友銓,Taiwan
5324.TWO,士林,士林,Taiwan
5326.TWO,漢磊,漢磊,Taiwan
5328.TWO,華容,華容,Taiwan
5340.TWO,建榮,建榮,Taiwan
5344.TWO,立衛,立衛,Taiwan
5345.TWO,天揚,天揚,Taiwan
5347.TWO,世界先進,世界先進,Taiwan
5348.TWO,系通,系通,Taiwan
5349.TWO,先豐,先豐,Taiwan
5351.TWO,鈺創,鈺創,Taiwan
5353.TWO,台林,台林,Taiwan
5355.TWO,佳總,佳總,Taiwan
5356.TWO,協益,協益,Taiwan
5364.TWO,易福,易福,Taiwan
5371.TWO,中強,中強,Taiwan
5381.TWO,合正,合正,Taiwan
5383.TWO,金利,金利,Taiwan
5384.TWO,捷元,捷元,Taiwan
5386.TWO,青雲,青雲,Taiwan
5392.TWO,應華,應華,Taiwan
5395.TWO,圓方,圓方,Taiwan
5398.TWO,力瑋,力瑋,Taiwan
5403.TWO,中菲,中菲,Taiwan
5410.TWO,國眾,國眾,Taiwan
5425.TWO,台半,台半,Taiwan
5426.TWO,振發,振發,Taiwan
5432.TWO,達威,達威,Taiwan
5438.TWO,東友,東友,Taiwan
5439.TWO,高技,高技,Taiwan
5443.TWO,均豪,均豪,Taiwan
5450.TWO,寶聯通,寶聯通,Taiwan
5452.TWO,佶優,佶優,Taiwan
5455.TWO,訊利電,訊利電,Taiwan
5457.TWO,宣德,宣德,Taiwan
5460.TWO,同協,同協,Taiwan
5464.TWO,霖宏,霖宏,Taiwan
5465.TWO,富驊,富驊,Taiwan
5466.TWO,泰林,泰林,Taiwan
5467.TWO,聯福生,聯福生,Taiwan
5468.TWO,凱鈺,凱鈺,Taiwan
5474.TWO,聰泰,聰泰,Taiwan
5475.TWO,德宏,德宏,Taiwan
5478.TWO,智冠,智冠,Taiwan
5480.TWO,統盟,統盟,Taiwan
5481.TWO,華韡,華韡,Taiwan
5483.TWO,中美晶,中美晶,Taiwan
5487.TWO,通泰,通泰,Taiwan
5488.TWO,松普,松普,Taiwan
5489.TWO,彩富,彩富,Taiwan
5490.TWO,同亨,同亨,Taiwan
5491.TWO,連展,連展,Taiwan
5493.TWO,三聯,三聯,Taiwan
5498.TWO,凱崴,凱崴,Taiwan
5505.TWO,和旺,和旺,Taiwan
5506.TWO,長鴻,長鴻,Taiwan
5508.TWO,永信,永信,Taiwan
5511.TWO,德昌,德昌,Taiwan
5512.TWO,力麒,力麒,Taiwan
5514.TWO,三豐,三豐,Taiwan
5516.TWO,雙喜,雙喜,Taiwan
5519.TWO,隆大,隆大,Taiwan
5520.TWO,力泰,力泰,Taiwan
5523.TWO,宏都,宏都,Taiwan
5529.TWO,志嘉,志嘉,Taiwan
5530.TWO,龍巖,龍巖,Taiwan
5536.TWO,聖暉,聖暉,Taiwan
5601.TWO,臺聯,臺聯,Taiwan
5603.TWO,陸海,陸海,Taiwan
5604.TWO,中連貨,中連貨,Taiwan
5609.TWO,中菲行,中菲行,Taiwan
5701.TWO,劍湖山,劍湖山,Taiwan
5703.TWO,亞都,亞都,Taiwan
5704.TWO,老爺知,老爺知,Taiwan
5820.TWO,日盛金,日盛金,Taiwan
5902.TWO,德記,德記,Taiwan
5903.TWO,全家,全家,Taiwan
5904.TWO,寶雅,寶雅,Taiwan
5905.TWO,南仁湖,南仁湖,Taiwan
6015.TWO,宏遠證,宏遠證,Taiwan
6016.TWO,康和證,康和證,Taiwan
6020.TWO,大展證,大展證,Taiwan
6021.TWO,大慶證,大慶證,Taiwan
6022.TWO,大眾證,大眾證,Taiwan
6023.TWO,元大期,元大期,Taiwan
6024.TWO,群益期,群益期,Taiwan
6101.TWO,弘捷,弘捷,Taiwan
6103.TWO,合邦,合邦,Taiwan
6104.TWO,創惟,創惟,Taiwan
6105.TWO,瑞傳,瑞傳,Taiwan
6107.TWO,華美,華美,Taiwan
6109.TWO,亞元,亞元,Taiwan
6111.TWO,大宇,大宇,Taiwan
6113.TWO,亞矽,亞矽,Taiwan
6114.TWO,翔昇,翔昇,Taiwan
6118.TWO,建達,建達,Taiwan
6121.TWO,新普,新普,Taiwan
6122.TWO,擎邦,擎邦,Taiwan
6123.TWO,上奇,上奇,Taiwan
6124.TWO,業強,業強,Taiwan
6125.TWO,廣運,廣運,Taiwan
6126.TWO,信音,信音,Taiwan
6127.TWO,九豪,九豪,Taiwan
6129.TWO,普誠,普誠,Taiwan
6130.TWO,基因,基因,Taiwan
6134.TWO,萬旭,萬旭,Taiwan
6135.TWO,佳營,佳營,Taiwan
6138.TWO,茂達,茂達,Taiwan
6140.TWO,訊達,訊達,Taiwan
6143.TWO,振曜,振曜,Taiwan
6144.TWO,得利影,得利影,Taiwan
6146.TWO,耕興,耕興,Taiwan
6147.TWO,頎邦,頎邦,Taiwan
6148.TWO,驊宏資,驊宏資,Taiwan
6150.TWO,撼訊,撼訊,Taiwan
6151.TWO,晉倫,晉倫,Taiwan
6154.TWO,順發,順發,Taiwan
6156.TWO,松上,松上,Taiwan
6158.TWO,禾昌,禾昌,Taiwan
6160.TWO,欣技,欣技,Taiwan
6161.TWO,捷波,捷波,Taiwan
6163.TWO,華電網,華電網,Taiwan
6167.TWO,久正,久正,Taiwan
6169.TWO,昱泉,昱泉,Taiwan
6170.TWO,統振,統振,Taiwan
6171.TWO,亞銳士,亞銳士,Taiwan
6173.TWO,信昌電,信昌電,Taiwan
6174.TWO,安碁,安碁,Taiwan
6175.TWO,立敦,立敦,Taiwan
6177.TWO,達麗,達麗,Taiwan
6179.TWO,世仰,世仰,Taiwan
6180.TWO,橘子,橘子,Taiwan
6182.TWO,合晶,合晶,Taiwan
6185.TWO,幃翔,幃翔,Taiwan
6186.TWO,新潤,新潤,Taiwan
6187.TWO,萬潤,萬潤,Taiwan
6188.TWO,廣明,廣明,Taiwan
6190.TWO,萬泰,萬泰,Taiwan
6194.TWO,育富,育富,Taiwan
6195.TWO,詩肯,詩肯,Taiwan
6198.TWO,凌泰,凌泰,Taiwan
6199.TWO,精威,精威,Taiwan
6203.TWO,海韻,海韻,Taiwan
6204.TWO,艾華,艾華,Taiwan
6207.TWO,雷科,雷科,Taiwan
6208.TWO,日揚,日揚,Taiwan
6210.TWO,慶生,慶生,Taiwan
6211.TWO,福登,福登,Taiwan
6212.TWO,理銘,理銘,Taiwan
6217.TWO,中探針,中探針,Taiwan
6218.TWO,豪勉,豪勉,Taiwan
6219.TWO,富旺,富旺,Taiwan
6220.TWO,岳豐,岳豐,Taiwan
6221.TWO,晉泰,晉泰,Taiwan
6222.TWO,上揚,上揚,Taiwan
6223.TWO,旺矽,旺矽,Taiwan
6227.TWO,茂綸,茂綸,Taiwan
6228.TWO,全譜,全譜,Taiwan
6229.TWO,研通,研通,Taiwan
6231.TWO,系微,系微,Taiwan
6233.TWO,旺玖,旺玖,Taiwan
6234.TWO,高僑,高僑,Taiwan
6236.TWO,凌越,凌越,Taiwan
6237.TWO,驊訊,驊訊,Taiwan
6238.TWO,勝麗,勝麗,Taiwan
6240.TWO,松崗,松崗,Taiwan
6241.TWO,易通展,易通展,Taiwan
6242.TWO,亨豐,亨豐,Taiwan
6244.TWO,茂迪,茂迪,Taiwan
6245.TWO,立端,立端,Taiwan
6246.TWO,臺龍,臺龍,Taiwan
6247.TWO,淇譽,淇譽,Taiwan
6248.TWO,沛波,沛波,Taiwan
6250.TWO,宇加,宇加,Taiwan
6259.TWO,百徽,百徽,Taiwan
6261.TWO,久元,久元,Taiwan
6263.TWO,普萊德,普萊德,Taiwan
6264.TWO,德士通,德士通,Taiwan
6265.TWO,方土昶,方土昶,Taiwan
6266.TWO,泰詠,泰詠,Taiwan
6270.TWO,倍微,倍微,Taiwan
6274.TWO,台燿,台燿,Taiwan
6275.TWO,元山,元山,Taiwan
6276.TWO,安鈦克,安鈦克,Taiwan
6279.TWO,胡連,胡連,Taiwan
6284.TWO,佳邦,佳邦,Taiwan
6287.TWO,元隆,元隆,Taiwan
6290.TWO,良維,良維,Taiwan
6291.TWO,沛亨,沛亨,Taiwan
6292.TWO,迅德,迅德,Taiwan
6294.TWO,智基,智基,Taiwan
6298.TWO,崴強,崴強,Taiwan
6506.TWO,雙邦,雙邦,Taiwan
6508.TWO,惠光,惠光,Taiwan
6509.TWO,聚和,聚和,Taiwan
6603.TWO,富強鑫,富強鑫,Taiwan
6609.TWO,瀧澤,瀧澤,Taiwan
6803.TWO,崑鼎,崑鼎,Taiwan
8024.TWO,佑華,佑華,Taiwan
8032.TWO,光菱,光菱,Taiwan
8034.TWO,榮群,榮群,Taiwan
8040.TWO,九暘,九暘,Taiwan
8042.TWO,金山,金山,Taiwan
8043.TWO,蜜望實,蜜望實,Taiwan
8044.TWO,網家,網家,Taiwan
8047.TWO,星雲,星雲,Taiwan
8048.TWO,德勝,德勝,Taiwan
8049.TWO,晶采,晶采,Taiwan
8050.TWO,廣積,廣積,Taiwan
8053.TWO,巨擘,巨擘,Taiwan
8054.TWO,安國,安國,Taiwan
8059.TWO,凱碩,凱碩,Taiwan
8064.TWO,東捷,東捷,Taiwan
8066.TWO,來思達,來思達,Taiwan
8067.TWO,志旭,志旭,Taiwan
8068.TWO,全達,全達,Taiwan
8069.TWO,元太,元太,Taiwan
8071.TWO,能率,能率,Taiwan
8074.TWO,鉅橡,鉅橡,Taiwan
8076.TWO,伍豐,伍豐,Taiwan
8077.TWO,冠華,冠華,Taiwan
8079.TWO,誠遠,誠遠,Taiwan
8080.TWO,奧斯特,奧斯特,Taiwan
8082.TWO,眾星,眾星,Taiwan
8083.TWO,瑞穎,瑞穎,Taiwan
8084.TWO,巨虹,巨虹,Taiwan
8085.TWO,福華,福華,Taiwan
8086.TWO,宏捷,宏捷,Taiwan
8087.TWO,華鎂鑫,華鎂鑫,Taiwan
8088.TWO,品安,品安,Taiwan
8091.TWO,翔名,翔名,Taiwan
8092.TWO,建暐,建暐,Taiwan
8093.TWO,保銳,保銳,Taiwan
8096.TWO,擎亞,擎亞,Taiwan
8097.TWO,常珵,常珵,Taiwan
8099.TWO,大世科,大世科,Taiwan
8107.TWO,大億,大億,Taiwan
8109.TWO,博大,博大,Taiwan
8111.TWO,立碁,立碁,Taiwan
8121.TWO,越峰,越峰,Taiwan
8147.TWO,正淩,正淩,Taiwan
8155.TWO,博智,博智,Taiwan
8171.TWO,天宇,天宇,Taiwan
8176.TWO,智捷,智捷,Taiwan
8182.TWO,加高,加高,Taiwan
8183.TWO,精星,精星,Taiwan
8234.TWO,新漢,新漢,Taiwan
8240.TWO,華宏,華宏,Taiwan
8255.TWO,朋程,朋程,Taiwan
8266.TWO,中日新,中日新,Taiwan
8277.TWO,商丞,商丞,Taiwan
8287.TWO,英格爾,英格爾,Taiwan
8289.TWO,泰藝,泰藝,Taiwan
8291.TWO,尚茂,尚茂,Taiwan
8299.TWO,群聯,群聯,Taiwan
8349.TWO,友信,友信,Taiwan
8354.TWO,冠好,冠好,Taiwan
8358.TWO,金居,金居,Taiwan
8383.TWO,千附,千附,Taiwan
8390.TWO,金益鼎,金益鼎,Taiwan
8401.TWO,白紗,白紗,Taiwan
8403.TWO,盛弘,盛弘,Taiwan
8406.TWO,F-金可,F-金可,Taiwan
8410.TWO,森田,森田,Taiwan
8416.TWO,實威,實威,Taiwan
8418.TWO,F-必勝,F-必勝,Taiwan
8421.TWO,旭源,旭源,Taiwan
8423.TWO,F-保綠,F-保綠,Taiwan
8424.TWO,惠普,惠普,Taiwan
8426.TWO,F-紅木,F-紅木,Taiwan
8432.TWO,東生華,東生華,Taiwan
8433.TWO,弘帆,弘帆,Taiwan
8435.TWO,鉅邁,鉅邁,Taiwan
8905.TWO,裕國,裕國,Taiwan
8906.TWO,花王,花王,Taiwan
8908.TWO,欣雄,欣雄,Taiwan
8913.TWO,華夏資,華夏資,Taiwan
8916.TWO,光隆,光隆,Taiwan
8917.TWO,欣泰,欣泰,Taiwan
8921.TWO,沈氏,沈氏,Taiwan
8923.TWO,時報,時報,Taiwan
8924.TWO,大田,大田,Taiwan
8925.TWO,偉盟,偉盟,Taiwan
8927.TWO,北基,北基,Taiwan
8928.TWO,鉅明,鉅明,Taiwan
8929.TWO,富堡,富堡,Taiwan
8930.TWO,青鋼,青鋼,Taiwan
8931.TWO,大汽電,大汽電,Taiwan
8932.TWO,宏大,宏大,Taiwan
8933.TWO,愛地雅,愛地雅,Taiwan
8934.TWO,衡平,衡平,Taiwan
8935.TWO,邦泰,邦泰,Taiwan
8936.TWO,國統,國統,Taiwan
8937.TWO,合騏,合騏,Taiwan
8938.TWO,明安,明安,Taiwan
8941.TWO,關中,關中,Taiwan
8942.TWO,森鉅,森鉅,Taiwan
8996.TWO,高力,高力,Taiwan
911613.TWO,特藝,特藝,Taiwan
9946.TWO,三發,三發,Taiwan
9949.TWO,琉園,琉園,Taiwan
9950.TWO,萬國,萬國,Taiwan
9951.TWO,皇田,皇田,Taiwan
9960.TWO,邁達康,邁達康,Taiwan
9962.TWO,有益,有益,Taiwan
